time,thrust
4.1768,72.37638787
4.177,72.37638787
4.1772,72.37638787
4.1774,72.33211044
4.1776,72.287833
4.1778,72.24355557
4.178,72.19927813
4.1782,72.1550007
4.1784,72.11072326
4.1786,72.06644583
4.1788,72.02216839
4.179,71.97789096
4.1792,71.93361352
4.1794,71.93361352
4.1796,71.93361352
4.1798,71.93361352
4.18,71.93361352
4.1802,71.93361352
4.1804,71.93361352
4.1806,71.93361352
4.1808,71.93361352
4.181,71.93361352
4.1812,71.93361352
4.1814,71.93361352
4.1816,71.93361352
4.1818,71.97789096
4.182,71.97789096
4.1822,71.97789096
4.1824,72.02216839
4.1826,72.02216839
4.1828,72.02216839
4.183,72.02216839
4.1832,72.02216839
4.1834,72.02216839
4.1836,72.02216839
4.1838,71.97789096
4.184,71.97789096
4.1842,71.93361352
4.1844,71.88933609
4.1846,71.88933609
4.1848,71.88933609
4.185,71.88933609
4.1852,71.88933609
4.1854,71.88933609
4.1856,71.88933609
4.1858,71.88933609
4.186,71.88933609
4.1862,71.93361352
4.1864,71.93361352
4.1866,71.93361352
4.1868,71.93361352
4.187,71.88933609
4.1872,71.84505865
4.1874,71.80078122
4.1876,71.75650378
4.1878,71.71222635
4.188,71.66794891
4.1882,71.62367148
4.1884,71.57939404
4.1886,71.53511661
4.1888,71.49083917
4.189,71.49083917
4.1892,71.53511661
4.1894,71.57939404
4.1896,71.62367148
4.1898,71.66794891
4.19,71.71222635
4.1902,71.75650378
4.1904,71.80078122
4.1906,71.84505865
4.1908,71.88933609
4.191,71.93361352
4.1912,71.93361352
4.1914,71.93361352
4.1916,71.93361352
4.1918,71.88933609
4.192,71.84505865
4.1922,71.80078122
4.1924,71.75650378
4.1926,71.71222635
4.1928,71.66794891
4.193,71.62367148
4.1932,71.57939404
4.1934,71.53511661
4.1936,71.49083917
4.1938,71.49083917
4.194,71.49083917
4.1942,71.49083917
4.1944,71.49083917
4.1946,71.49083917
4.1948,71.49083917
4.195,71.49083917
4.1952,71.49083917
4.1954,71.49083917
4.1956,71.49083917
4.1958,71.49083917
4.196,71.49083917
4.1962,71.49083917
4.1964,71.49083917
4.1966,71.49083917
4.1968,71.49083917
4.197,71.49083917
4.1972,71.49083917
4.1974,71.49083917
4.1976,71.49083917
4.1978,71.49083917
4.198,71.49083917
4.1982,71.49083917
4.1984,71.49083917
4.1986,71.44656174
4.1988,71.4022843
4.199,71.35800687
4.1992,71.31372943
4.1994,71.269452
4.1996,71.22517456
4.1998,71.18089713
4.2,71.13661969
4.2002,71.13661969
4.2004,71.13661969
4.2006,71.18089713
4.2008,71.22517456
4.201,71.269452
4.2012,71.35800687
4.2014,71.4022843
4.2016,71.44656174
4.2018,71.49083917
4.202,71.53511661
4.2022,71.53511661
4.2024,71.53511661
4.2026,71.53511661
4.2028,71.53511661
4.203,71.53511661
4.2032,71.49083917
4.2034,71.49083917
4.2036,71.49083917
4.2038,71.49083917
4.204,71.49083917
4.2042,71.49083917
4.2044,71.49083917
4.2046,71.49083917
4.2048,71.49083917
4.205,71.49083917
4.2052,71.49083917
4.2054,71.49083917
4.2056,71.49083917
4.2058,71.44656174
4.206,71.44656174
4.2062,71.44656174
4.2064,71.44656174
4.2066,71.44656174
4.2068,71.44656174
4.207,71.44656174
4.2072,71.49083917
4.2074,71.53511661
4.2076,71.57939404
4.2078,71.66794891
4.208,71.71222635
4.2082,71.75650378
4.2084,71.75650378
4.2086,71.75650378
4.2088,71.75650378
4.209,71.75650378
4.2092,71.71222635
4.2094,71.66794891
4.2096,71.62367148
4.2098,71.57939404
4.21,71.53511661
4.2102,71.49083917
4.2104,71.44656174
4.2106,71.4022843
4.2108,71.35800687
4.211,71.31372943
4.2112,71.269452
4.2114,71.22517456
4.2116,71.18089713
4.2118,71.09234226
4.212,71.00378739
4.2122,70.91523252
4.2124,70.87095508
4.2126,70.82667765
4.2128,70.78240021
4.213,70.73812278
4.2132,70.69384534
4.2134,70.64956791
4.2136,70.60529047
4.2138,70.60529047
4.214,70.60529047
4.2142,70.56101304
4.2144,70.56101304
4.2146,70.5167356
4.2148,70.47245817
4.215,70.42818073
4.2152,70.3839033
4.2154,70.33962586
4.2156,70.29534843
4.2158,70.25107099
4.216,70.20679356
4.2162,70.20679356
4.2164,70.16251612
4.2166,70.20679356
4.2168,70.25107099
4.217,70.29534843
4.2172,70.33962586
4.2174,70.3839033
4.2176,70.42818073
4.2178,70.47245817
4.218,70.5167356
4.2182,70.56101304
4.2184,70.60529047
4.2186,70.60529047
4.2188,70.60529047
4.219,70.56101304
4.2192,70.5167356
4.2194,70.47245817
4.2196,70.42818073
4.2198,70.3839033
4.22,70.33962586
4.2202,70.29534843
4.2204,70.25107099
4.2206,70.20679356
4.2208,70.16251612
4.221,70.16251612
4.2212,70.16251612
4.2214,70.16251612
4.2216,70.16251612
4.2218,70.16251612
4.222,70.16251612
4.2222,70.16251612
4.2224,70.16251612
4.2226,70.16251612
4.2228,70.16251612
4.223,70.16251612
4.2232,70.16251612
4.2234,70.16251612
4.2236,70.16251612
4.2238,70.11823869
4.224,70.07396125
4.2242,70.02968382
4.2244,69.98540638
4.2246,69.94112895
4.2248,69.85257408
4.225,69.76401921
4.2252,69.71974177
4.2254,69.67546434
4.2256,69.6311869
4.2258,69.6311869
4.226,69.6311869
4.2262,69.6311869
4.2264,69.6311869
4.2266,69.6311869
4.2268,69.67546434
4.227,69.71974177
4.2272,69.67546434
4.2274,69.6311869
4.2276,69.58690947
4.2278,69.54263203
4.228,69.4983546
4.2282,69.45407716
4.2284,69.40979973
4.2286,69.36552229
4.2288,69.32124486
4.229,69.27696742
4.2292,69.27696742
4.2294,69.27696742
4.2296,69.27696742
4.2298,69.27696742
4.23,69.23268999
4.2302,69.23268999
4.2304,69.23268999
4.2306,69.23268999
4.2308,69.23268999
4.231,69.18841255
4.2312,69.14413512
4.2314,69.09985768
4.2316,69.05558025
4.2318,69.01130281
4.232,69.01130281
4.2322,68.96702538
4.2324,68.96702538
4.2326,68.92274794
4.2328,68.87847051
4.233,68.87847051
4.2332,68.87847051
4.2334,68.87847051
4.2336,68.87847051
4.2338,68.87847051
4.234,68.87847051
4.2342,68.87847051
4.2344,68.83419307
4.2346,68.83419307
4.2348,68.83419307
4.235,68.83419307
4.2352,68.83419307
4.2354,68.83419307
4.2356,68.83419307
4.2358,68.83419307
4.236,68.83419307
4.2362,68.83419307
4.2364,68.83419307
4.2366,68.83419307
4.2368,68.87847051
4.237,68.92274794
4.2372,68.96702538
4.2374,69.01130281
4.2376,69.05558025
4.2378,69.09985768
4.238,69.14413512
4.2382,69.18841255
4.2384,69.18841255
4.2386,69.18841255
4.2388,69.18841255
4.239,69.14413512
4.2392,69.09985768
4.2394,69.09985768
4.2396,69.09985768
4.2398,69.09985768
4.24,69.09985768
4.2402,69.05558025
4.2404,69.09985768
4.2406,69.09985768
4.2408,69.09985768
4.241,69.09985768
4.2412,69.14413512
4.2414,69.14413512
4.2416,69.14413512
4.2418,69.14413512
4.242,69.14413512
4.2422,69.18841255
4.2424,69.18841255
4.2426,69.18841255
4.2428,69.14413512
4.243,69.14413512
4.2432,69.09985768
4.2434,69.05558025
4.2436,69.01130281
4.2438,68.96702538
4.244,68.92274794
4.2442,68.87847051
4.2444,68.83419307
4.2446,68.83419307
4.2448,68.78991564
4.245,68.7456382
4.2452,68.70136077
4.2454,68.65708333
4.2456,68.6128059
4.2458,68.56852846
4.246,68.52425103
4.2462,68.47997359
4.2464,68.43569616
4.2466,68.39141872
4.2468,68.39141872
4.247,68.39141872
4.2472,68.39141872
4.2474,68.39141872
4.2476,68.39141872
4.2478,68.39141872
4.248,68.39141872
4.2482,68.39141872
4.2484,68.34714129
4.2486,68.34714129
4.2488,68.34714129
4.249,68.34714129
4.2492,68.34714129
4.2494,68.30286385
4.2496,68.30286385
4.2498,68.30286385
4.25,68.30286385
4.2502,68.30286385
4.2504,68.30286385
4.2506,68.30286385
4.2508,68.30286385
4.251,68.30286385
4.2512,68.30286385
4.2514,68.34714129
4.2516,68.34714129
4.2518,68.34714129
4.252,68.34714129
4.2522,68.30286385
4.2524,68.30286385
4.2526,68.25858642
4.2528,68.21430898
4.253,68.17003155
4.2532,68.12575411
4.2534,68.08147668
4.2536,68.03719924
4.2538,67.99292181
4.254,67.94864437
4.2542,67.94864437
4.2544,67.94864437
4.2546,67.94864437
4.2548,67.94864437
4.255,67.94864437
4.2552,67.94864437
4.2554,67.94864437
4.2556,67.94864437
4.2558,67.94864437
4.256,67.94864437
4.2562,67.94864437
4.2564,67.99292181
4.2566,68.03719924
4.2568,68.08147668
4.257,68.12575411
4.2572,68.17003155
4.2574,68.21430898
4.2576,68.25858642
4.2578,68.30286385
4.258,68.30286385
4.2582,68.30286385
4.2584,68.25858642
4.2586,68.21430898
4.2588,68.17003155
4.259,68.12575411
4.2592,68.08147668
4.2594,68.03719924
4.2596,67.99292181
4.2598,67.94864437
4.26,67.94864437
4.2602,67.94864437
4.2604,67.90436694
4.2606,67.8600895
4.2608,67.81581207
4.261,67.77153463
4.2612,67.7272572
4.2614,67.68297976
4.2616,67.63870233
4.2618,67.59442489
4.262,67.59442489
4.2622,67.59442489
4.2624,67.63870233
4.2626,67.68297976
4.2628,67.7272572
4.263,67.77153463
4.2632,67.81581207
4.2634,67.8600895
4.2636,67.8600895
4.2638,67.8600895
4.264,67.81581207
4.2642,67.77153463
4.2644,67.68297976
4.2646,67.59442489
4.2648,67.50587002
4.265,67.41731515
4.2652,67.32876028
4.2654,67.24020541
4.2656,67.19592798
4.2658,67.15165054
4.266,67.10737311
4.2662,67.06309567
4.2664,67.06309567
4.2666,67.06309567
4.2668,67.01881824
4.267,67.01881824
4.2672,67.01881824
4.2674,66.9745408
4.2676,66.93026337
4.2678,66.88598593
4.268,66.88598593
4.2682,66.88598593
4.2684,66.88598593
4.2686,66.88598593
4.2688,66.93026337
4.269,66.93026337
4.2692,66.93026337
4.2694,66.93026337
4.2696,66.93026337
4.2698,66.93026337
4.27,66.88598593
4.2702,66.8417085
4.2704,66.79743106
4.2706,66.75315363
4.2708,66.70887619
4.271,66.66459876
4.2712,66.62032132
4.2714,66.62032132
4.2716,66.66459876
4.2718,66.70887619
4.272,66.75315363
4.2722,66.79743106
4.2724,66.8417085
4.2726,66.88598593
4.2728,66.93026337
4.273,66.9745408
4.2732,67.01881824
4.2734,67.01881824
4.2736,66.9745408
4.2738,66.93026337
4.274,66.88598593
4.2742,66.8417085
4.2744,66.79743106
4.2746,66.75315363
4.2748,66.70887619
4.275,66.66459876
4.2752,66.62032132
4.2754,66.62032132
4.2756,66.62032132
4.2758,66.62032132
4.276,66.62032132
4.2762,66.62032132
4.2764,66.62032132
4.2766,66.62032132
4.2768,66.62032132
4.277,66.62032132
4.2772,66.57604389
4.2774,66.53176645
4.2776,66.48748902
4.2778,66.44321158
4.278,66.39893415
4.2782,66.35465671
4.2784,66.31037928
4.2786,66.22182441
4.2788,66.13326954
4.279,66.04471467
4.2792,66.00043723
4.2794,65.9561598
4.2796,65.91188236
4.2798,65.86760493
4.28,65.82332749
4.2802,65.77905006
4.2804,65.73477262
4.2806,65.73477262
4.2808,65.73477262
4.281,65.73477262
4.2812,65.73477262
