time [sec],pos_east [m],pos_north [m],pos_up [m],vel_east [m/s],vel_north [m/s],vel_up [m/s],altitude [km],downrange [km],vel_air_east [m/s],vel_air_north [m/s],vel_air_up [m/s],vel_air_abs [m/s]
14.290000000000001,-20.507594724870476,-3.2114036327647426,679.0355317106183,5.885075989787668,0.9215783062935696,-10.78113550482572,0.6790355317106184,0.020757518028224616,5.885075989787668,0.9215783062935696,-10.78113550482572,12.317317433338314
14.3,-20.389896792491356,-3.1929726284133233,678.8456294271838,5.884710205971605,0.9215210260765831,-10.78113550482572,0.6788456294271838,0.02063838572694691,5.884710205971605,0.9215210260765831,-10.78113550482572,12.317138384510477
14.31,-20.272206186627113,-3.1745427713635177,678.6551964784908,5.8843433200756845,0.9214635732784965,-10.78113550482572,0.6786551964784908,0.020519260841471338,5.8843433200756845,0.9214635732784965,-10.78113550482572,12.316958804786685
14.32,-20.154522929175496,-3.1561140650444197,678.4642408242544,5.883975346730801,0.9214059501904468,-10.78113550482572,0.6784642408242544,0.020400143393962504,5.883975346730801,0.9214059501904468,-10.78113550482572,12.316778701405491
14.33,-20.036847041743354,-3.137686512839573,678.2727703268438,5.883606300391107,0.9213481590758937,-10.78113550482572,0.6782727703268437,0.020281033406290585,5.883606300391107,0.9213481590758937,-10.78113550482572,12.31659808151781
14.34,-19.91917854565019,-3.1192601180875212,678.0807927517758,5.883236195334862,0.9212902021707533,-10.78113550482572,0.6780807927517758,0.020161930900034902,5.883236195334862,0.9212902021707533,-10.78113550482572,12.316416952187344
14.35,-19.80151746193166,-3.10083488408236,677.8883157682296,5.882865045665318,0.9212320816835355,-10.78113550482572,0.6778883157682296,0.020042835896487466,5.882865045665318,0.9212320816835355,-10.78113550482572,12.31623532039103
14.36,-19.683863811343056,-3.0824108140742834,677.6953469495861,5.88249286531165,0.9211737997954912,-10.78113550482572,0.6776953469495861,0.019923748416656513,5.88249286531165,0.9211737997954912,-10.78113550482572,12.316053193019503
14.370000000000001,-19.56621761436279,-3.0639879112701243,677.5018937739844,5.882119668029923,0.9211153586607626,-10.78113550482572,0.6775018937739844,0.019804668481270025,5.882119668029923,0.9211153586607626,-10.78113550482572,12.315870576877582
14.38,-19.44857889119586,-3.0455661788338997,677.3079636249009,5.8817454674040945,0.9210567604065407,-10.78113550482572,0.677307963624901,0.019685596110779226,5.8817454674040945,0.9210567604065407,-10.78113550482572,12.315687478684774
14.39,-19.330947661777238,-3.0271456198873437,677.1135637917446,5.881370276847057,0.9209980071332282,-10.78113550482572,0.6771135637917446,0.01956653132536204,5.881370276847057,0.9209980071332282,-10.78113550482572,12.315503905075794
14.4,-19.21332394577533,-3.008726237510446,676.9187014704723,5.880994109601706,0.9209391009146075,-10.78113550482572,0.6769187014704724,0.01944747414492657,5.880994109601706,0.9209391009146075,-10.78113550482572,12.315319862601097
14.41,-19.095707762595328,-2.9903080347419806,676.7233837642183,5.880616978742038,0.9208800437980119,-10.78113550482572,0.6767233837642183,0.019328424589114497,5.880616978742038,0.9208800437980119,-10.78113550482572,12.31513535772743
14.42,-18.978099131382603,-2.9718910145800312,676.527617683943,5.880238897174299,0.9208208378045051,-10.78113550482572,0.6765276176839431,0.01920938267730451,5.880238897174299,0.9208208378045051,-10.78113550482572,12.314950396838404
14.43,-18.86049807102604,-2.953475179982517,676.3314101490935,5.879859877638125,0.9207614849290612,-10.78113550482572,0.6763314101490935,0.019090348428615695,5.879859877638125,0.9207614849290612,-10.78113550482572,12.314764986235065
14.44,-18.742904600161342,-2.9350605338677123,676.1347679882787,5.879479932707739,0.9207019871407512,-10.78113550482572,0.6761347679882787,0.01897132186191086,5.879479932707739,0.9207019871407512,-10.78113550482572,12.314579132136497
14.450000000000001,-18.62531873717435,-2.916647079114763,675.9376979399609,5.879099074793168,0.920642346382933,-10.78113550482572,0.675937697939961,0.01885230299579992,5.879099074793168,0.920642346382933,-10.78113550482572,12.314392840680418
14.46,-18.507740500204296,-2.8982348185641977,675.7402066531563,5.878717316141466,0.9205825645734441,-10.78113550482572,0.6757402066531563,0.01873329184864316,5.878717316141466,0.9205825645734441,-10.78113550482572,12.314206117923797
14.47,-18.390169907147072,-2.879823755018439,675.5423006881483,5.878334668837983,0.9205226436048001,-10.78113550482572,0.6755423006881484,0.018614288438554567,5.878334668837983,0.9205226436048001,-10.78113550482572,12.314018969843495
14.48,-18.272606975658448,-2.861413891242304,675.343986517214,5.87795114480764,0.9204625853443936,-10.78113550482572,0.6753439865172141,0.018495292783405084,5.87795114480764,0.9204625853443936,-10.78113550482572,12.313831402336888
14.49,-18.15505172315723,-2.8430052299635067,675.1452705253569,5.877566755816224,0.9204023916346978,-10.78113550482572,0.6751452705253569,0.018376304900825795,5.877566755816224,0.9204023916346978,-10.78113550482572,12.31364342122252
14.5,-18.037504166828494,-2.824597773873158,674.9461590110527,5.8771815134717125,0.9203420642934734,-10.78113550482572,0.6749461590110527,0.01825732480821121,5.8771815134717125,0.9203420642934734,-10.78113550482572,12.313455032240762
14.51,-17.919964323626658,-2.806191525626249,674.7466581870023,5.876795429225596,0.9202816051139759,-10.78113550482572,0.6747466581870023,0.018138352522722365,5.876795429225596,0.9202816051139759,-10.78113550482572,12.313266241054473
14.52,-17.80243221027866,-2.787786487842147,674.5467741808926,5.876408514374237,0.9202210158651687,-10.78113550482572,0.6745467741808926,0.01801938806129005,5.876408514374237,0.9202210158651687,-10.78113550482572,12.313077053249675
14.530000000000001,-17.684907843287014,-2.769382663105079,674.3465130361659,5.8760207800602275,0.9201602982919348,-10.78113550482572,0.6743465130361659,0.017900431440617894,5.8760207800602275,0.9201602982919348,-10.78113550482572,12.31288747433623
14.540000000000001,-17.567391238932878,-2.750980053964605,674.1458807127958,5.875632237273767,0.9200994541152937,-10.78113550482572,0.6741458807127958,0.017781482677185465,5.875632237273767,0.9200994541152937,-10.78113550482572,12.312697509748533
14.55,-17.44988241327909,-2.7325786629360986,673.9448830880688,5.875242896854052,0.9200384850326183,-10.78113550482572,0.6739448830880688,0.017662541787251365,5.875242896854052,0.9200384850326183,-10.78113550482572,12.312507164846194
14.56,-17.332381382173192,-2.714178492501216,673.7435259573713,5.874852769490676,0.9199773927178543,-10.78113550482572,0.6737435259573713,0.01754360878685626,5.874852769490676,0.9199773927178543,-10.78113550482572,12.31231644491474
14.57,-17.214888161250364,-2.6957795451083637,673.5418150349832,5.874461865725037,0.9199161788217403,-10.78113550482572,0.6735418150349832,0.017424683691825878,5.874461865725037,0.9199161788217403,-10.78113550482572,12.312125355166321
14.58,-17.0974027659364,-2.677381823173158,673.3397559548754,5.87407019595176,0.9198548449720314,-10.78113550482572,0.6733397559548754,0.017305766517774004,5.87407019595176,0.9198548449720314,-10.78113550482572,12.311933900740412
14.59,-16.979925211450663,-2.6589853290788854,673.1373542715093,5.873677770420124,0.9197933927737219,-10.78113550482572,0.6731373542715092,0.017186857280105473,5.873677770420124,0.9197933927737219,-10.78113550482572,12.311742086704523
14.6,-16.86245551280891,-2.6405900651769514,672.9346154606419,5.873284599235489,0.9197318238092687,-10.78113550482572,0.6729346154606419,0.01706795599401905,5.873284599235489,0.9197318238092687,-10.78113550482572,12.311549918054917
14.61,-16.744993684826223,-2.6221960337873345,672.7315449201343,5.872890692360746,0.9196701396388189,-10.78113550482572,0.6727315449201343,0.016949062674510355,5.872890692360746,0.9196701396388189,-10.78113550482572,12.311357399717323
14.620000000000001,-16.627539742119772,-2.6038032371990245,672.5281479707593,5.872496059617753,0.9196083418004349,-10.78113550482572,0.6725281479707593,0.0168301773363747,5.872496059617753,0.9196083418004349,-10.78113550482572,12.311164536547658
14.63,-16.510093699111685,-2.585411677670467,672.324429857015,5.8721007106887955,0.9195464318103216,-10.78113550482572,0.672324429857015,0.016711299994209974,5.8721007106887955,0.9195464318103216,-10.78113550482572,12.310971333332747
14.64,-16.392655570031817,-2.5670213574299963,672.1203957479381,5.871704655118027,0.9194844111630538,-10.78113550482572,0.6721203957479381,0.016592430662419444,5.871704655118027,0.9194844111630538,-10.78113550482572,12.310777794791047
14.65,-16.275225368920466,-2.548632278676263,671.9160507379156,5.871307902312933,0.9194222813318043,-10.78113550482572,0.6719160507379156,0.016473569355214518,5.871307902312933,0.9194222813318043,-10.78113550482572,12.310583925573368
14.66,-16.15780310963111,-2.5302444435786637,671.7113998475031,5.870910461545784,0.919360043768572,-10.78113550482572,0.6717113998475032,0.016354716086617507,5.870910461545784,0.919360043768572,-10.78113550482572,12.310389730263605
14.67,-16.040388805833093,-2.5118578542777623,671.5064480242381,5.870512341955104,0.9192976999044115,-10.78113550482572,0.6715064480242381,0.01623587087046434,5.870512341955104,0.9192976999044115,-10.78113550482572,12.310195213379457
14.68,-15.922982471014295,-2.493472512885706,671.3012001434549,5.870113552547115,0.9192352511496595,-10.78113550482572,0.671301200143455,0.01611703372040727,5.870113552547115,0.9192352511496595,-10.78113550482572,12.310000379373156
14.69,-15.805584118483756,-2.4750884214866327,671.0956610090994,5.869714102197206,0.9191726988941652,-10.78113550482572,0.6710956610090995,0.01599820464991754,5.869714102197206,0.9191726988941652,-10.78113550482572,12.309805232632192
14.700000000000001,-15.68819376137428,-2.4567055821370842,670.8898353545429,5.869313999651392,0.9191100445075175,-10.78113550482572,0.6708898353545429,0.01587938367228799,5.869313999651392,0.9191100445075175,-10.78113550482572,12.309609777480038
14.71,-15.570811412645018,-2.4383239968664108,670.6837278433941,5.868913253527766,0.919047289339274,-10.78113550482572,0.6706837278433941,0.015760570800635712,5.868913253527766,0.919047289339274,-10.78113550482572,12.30941401817688
14.72,-15.453437085083984,-2.4199436676771615,670.4773430703093,5.868511872317956,0.9189844347191881,-10.78113550482572,0.6704773430703093,0.015641766047904557,5.868511872317956,0.9189844347191881,-10.78113550482572,12.309217958920327
14.73,-15.336070791310602,-2.401564596545485,670.2706855618022,5.868109864388574,0.9189214819574363,-10.78113550482572,0.6702706855618022,0.01552296942686775,5.868109864388574,0.9189214819574363,-10.78113550482572,12.309021603846144
14.74,-15.218712543778175,-2.383186785421517,670.0637597770493,5.867707237982669,0.9188584323448457,-10.78113550482572,0.6700637597770494,0.015404180950130353,5.867707237982669,0.9188584323448457,-10.78113550482572,12.308824957028968
14.75,-15.101362354776343,-2.364810236229765,669.8565701086951,5.867304001221171,0.9187952871531196,-10.78113550482572,0.6698565701086951,0.015285400630131785,5.867304001221171,0.9187952871531196,-10.78113550482572,12.308628022483028
14.76,-14.98402023643352,-2.346434950869485,669.6491208836524,5.866900162104324,0.9187320476350634,-10.78113550482572,0.6696491208836524,0.015166628479148264,5.866900162104324,0.9187320476350634,-10.78113550482572,12.30843080416286
14.77,-14.866686200719284,-2.328060931215064,669.4414163639012,5.866495728513133,0.9186687150248091,-10.78113550482572,0.6694414163639012,0.015047864509295236,5.866495728513133,0.9186687150248091,-10.78113550482572,12.308233305964016
14.780000000000001,-14.749360259446746,-2.3096881791163866,669.2334607472843,5.866090708210787,0.9186052905380399,-10.78113550482572,0.6692334607472843,0.014929108732529782,5.866090708210787,0.9186052905380399,-10.78113550482572,12.308035531723784
14.790000000000001,-14.632042424274909,-2.2913166963992038,669.0252581682968,5.865685108844084,0.9185417753722122,-10.78113550482572,0.6690252581682968,0.014810361160652988,5.865685108844084,0.9185417753722122,-10.78113550482572,12.307837485221881
14.8,-14.514732706710962,-2.272946484865494,668.816812698875,5.865278937944849,0.9184781707067784,-10.78113550482572,0.6688168126988749,0.014691621805312282,5.865278937944849,0.9184781707067784,-10.78113550482572,12.307639170181178
14.81,-14.397431118112575,-2.25457754629382,668.6081283491806,5.864872202931348,0.9184144777034081,-10.78113550482572,0.6686081283491806,0.014572890678003748,5.864872202931348,0.9184144777034081,-10.78113550482572,12.307440590268383
14.82,-14.280137669690168,-2.2362098824396845,668.3992090683786,5.8644649111096925,0.9183506975062076,-10.78113550482572,0.6683992090683786,0.014454167790074428,5.8644649111096925,0.9183506975062076,-10.78113550482572,12.307241749094745
14.83,-14.162852372509102,-2.2178434950358805,668.1900587454136,5.864057069675232,0.9182868312419386,-10.78113550482572,0.6681900587454136,0.014335453152724529,5.864057069675232,0.9182868312419386,-10.78113550482572,12.307042650216752
14.84,-14.045575237491924,-2.1994783857928315,667.9806812097805,5.863648685713949,0.9182228800202366,-10.78113550482572,0.6679806812097805,0.014216746777009716,5.863648685713949,0.9182228800202366,-10.78113550482572,12.306843297136814
14.85,-13.92830627542053,-2.1811145563989385,667.7710802322886,5.863239766203837,0.9181588449338258,-10.78113550482572,0.6677710802322886,0.014098048673843278,5.863239766203837,0.9181588449338258,-10.78113550482572,12.306643693303954
14.86,-13.81104549693829,-2.162752008520908,667.5612595258235,5.862830318016276,0.918094727058736,-10.78113550482572,0.6675612595258236,0.0139793588539983,5.862830318016276,0.918094727058736,-10.78113550482572,12.306443842114488
14.870000000000001,-13.693792912552192,-2.14439074380409,667.3512227461031,5.862420347917393,0.9180305274545141,-10.78113550482572,0.6673512227461031,0.01386067732810981,5.862420347917393,0.9180305274545141,-10.78113550482572,12.306243746912704
14.88,-13.576548532634913,-2.126030763872802,667.1409734924275,5.862009862569423,0.9179662471644385,-10.78113550482572,0.6671409734924275,0.0137420041066769,5.862009862569423,0.9179662471644385,-10.78113550482572,12.306043410991531
14.89,-13.4593123674269,-2.1076720703306555,666.930515308424,5.861598868532049,0.9179018872157282,-10.78113550482572,0.666930515308424,0.013623339200064814,5.861598868532049,0.9179018872157282,-10.78113550482572,12.305842837593211
14.9,-13.342084427038403,-2.0893146647608747,666.7198516827865,5.8611873722637435,0.9178374486197527,-10.78113550482572,0.6667198516827865,0.013504682618507015,5.8611873722637435,0.9178374486197527,-10.78113550482572,12.30564202990996
14.91,-13.224864721451485,-2.070958548726607,666.5089860500101,5.860775380123092,0.9177729323722401,-10.78113550482572,0.6665089860500101,0.013386034372107218,5.860775380123092,0.9177729323722401,-10.78113550482572,12.305440991084629
14.92,-13.107653260521994,-2.052603723771238,666.2979217911184,5.860362898370115,0.9177083394534832,-10.78113550482572,0.6662979217911184,0.01326739447084138,5.860362898370115,0.9177083394534832,-10.78113550482572,12.305239724211356
14.93,-12.990450053981553,-2.0342501914186992,666.0866622343865,5.859949933167564,0.9176436708285436,-10.78113550482572,0.6660866622343865,0.013148762924559724,5.859949933167564,0.9176436708285436,-10.78113550482572,12.305038232336216
14.94,-12.873255111439454,-2.015897953173767,665.8752106560565,5.859536490582233,0.9175789274474555,-10.78113550482572,0.6658752106560566,0.013030139742988648,5.859536490582233,0.9175789274474555,-10.78113550482572,12.304836518457858
14.950000000000001,-12.75606844238461,-1.9975470105223623,665.6635702810489,5.859122576586232,0.9175141102454265,-10.78113550482572,0.6656635702810489,0.012911524935732702,5.859122576586232,0.9175141102454265,-10.78113550482572,12.304634585528156
14.96,-12.638890056187385,-1.9791973649318477,665.4517442836654,5.858708197058268,0.9174492201430378,-10.78113550482572,0.6654517442836655,0.01279291851227645,5.858708197058268,0.9174492201430378,-10.78113550482572,12.304432436452831
14.97,-12.521719962101496,-1.9608490178513145,665.2397357882879,5.85829335778491,0.9173842580464413,-10.78113550482572,0.665239735788288,0.012674320481986386,5.85829335778491,0.9173842580464413,-10.78113550482572,12.304230074092077
14.98,-12.404558169265801,-1.9425019707118718,665.0275478700694,5.857878064461838,0.9173192248475572,-10.78113550482572,0.6650275478700693,0.012555730854112731,5.857878064461838,0.9173192248475572,-10.78113550482572,12.304027501261196
14.99,-12.287404686706143,-1.924156224926928,664.8151835556192,5.857462322695089,0.9172541214242674,-10.78113550482572,0.6648151835556192,0.012437149637791337,5.857462322695089,0.9172541214242674,-10.78113550482572,12.303824720731196
15.0,-12.17025952333711,-1.9058117818924702,664.6026458236821,5.857046138002288,0.9171889486406088,-10.78113550482572,0.6646026458236821,0.012318576842045422,5.857046138002288,0.9171889486406088,-10.78113550482572,12.303621735229417
15.01,-12.053122687963791,-1.8874686429873386,664.3899376058105,5.856629515813865,0.9171237073469641,-10.78113550482572,0.6643899376058104,0.01220001247578739,5.856629515813865,0.9171237073469641,-10.78113550482572,12.303418547440128
15.02,-11.935994189283514,-1.8691268095734979,664.1770617870299,5.856212461474268,0.9170583983802514,-10.78113550482572,0.6641770617870298,0.012081456547820559,5.856212461474268,0.9170583983802514,-10.78113550482572,12.303215160005127
15.030000000000001,-11.818874035887555,-1.8507862829963067,663.9640212064986,5.85579498024315,0.9169930225641107,-10.78113550482572,0.6639640212064987,0.011962909066840903,5.85579498024315,0.9169930225641107,-10.78113550482572,12.303011575524339
15.040000000000001,-11.701762236262814,-1.832447064584778,663.7508186581597,5.855377077296568,0.9169275807090905,-10.78113550482572,0.6637508186581597,0.011844370041438755,5.855377077296568,0.9169275807090905,-10.78113550482572,12.302807796556397
15.05,-11.58465879879349,-1.8141091556518418,663.5374568913874,5.854958757728142,0.9168620736128308,-10.78113550482572,0.6635374568913874,0.011725839480100487,5.854958757728142,0.9168620736128308,-10.78113550482572,12.302603825619226
15.06,-11.467563731762693,-1.795772557494599,663.323938611626,5.85454002655023,0.9167965020602453,-10.78113550482572,0.663323938611626,0.011607317391210159,5.85454002655023,0.9167965020602453,-10.78113550482572,12.302399665190626
15.07,-11.35047704335409,-1.7774372713945772,663.1102664810231,5.854120888695062,0.9167308668237015,-10.78113550482572,0.6631102664810231,0.011488803783051166,5.854120888695062,0.9167308668237015,-10.78113550482572,12.302195317708824
15.08,-11.23339874165347,-1.7591032986179773,662.8964431190543,5.853701349015897,0.9166651686631988,-10.78113550482572,0.6628964431190544,0.011370298663807845,5.853701349015897,0.9166651686631988,-10.78113550482572,12.301990785573064
15.09,-11.116328834650323,-1.7407706404159207,662.6824711031433,5.85328141228813,0.9165994083265442,-10.78113550482572,0.6626824711031433,0.011251802041567043,5.85328141228813,0.9165994083265442,-10.78113550482572,12.301786071144141
15.1,-10.999267330239395,-1.722439298024692,662.4683529692729,5.85286108321042,0.9165335865495282,-10.78113550482572,0.662468352969273,0.011133313924319724,5.85286108321042,0.9165335865495282,-10.78113550482572,12.301581176744968
15.11,-10.882214236222197,-1.704109272665974,662.2540912125925,5.852440366405784,0.9164677040560959,-10.78113550482572,0.6622540912125925,0.011014834319962474,5.852440366405784,0.9164677040560959,-10.78113550482572,12.301376104661115
15.120000000000001,-10.765169560308511,-1.685780565547086,662.0396882880152,5.8520192664226895,0.9164017615585184,-10.78113550482572,0.6620396882880152,0.010896363236299037,5.8520192664226895,0.9164017615585184,-10.78113550482572,12.301170857141349
15.13,-10.648133310117874,-1.667453177861217,661.8251466108104,5.851597787736134,0.9163357597575613,-10.78113550482572,0.6618251466108104,0.0107779006810418,5.851597787736134,0.9163357597575613,-10.78113550482572,12.300965436398178
15.14,-10.53110549318104,-1.6491271107876506,661.6104685571893,5.851175934748708,0.9162696993426522,-10.78113550482572,0.6616104685571893,0.010659446661813298,5.851175934748708,0.9162696993426522,-10.78113550482572,12.300759844608367
15.15,-10.414086116941402,-1.630802365491992,661.3956564648828,5.850753711791652,0.9162035809920452,-10.78113550482572,0.6613956564648829,0.010541001186147637,5.850753711791652,0.9162035809920452,-10.78113550482572,12.300554083913463
15.16,-10.297075188756432,-1.6124789431263893,661.1807126337143,5.850331123125897,0.9161374053729842,-10.78113550482572,0.6611807126337143,0.010422564261491954,5.850331123125897,0.9161374053729842,-10.78113550482572,12.300348156420322
15.17,-10.180072715899058,-1.594156844829754,660.9656393261633,5.849908172943095,0.9160711731418643,-10.78113550482572,0.6609656393261634,0.010304135895207808,5.849908172943095,0.9160711731418643,-10.78113550482572,12.300142064201603
15.18,-10.063078705559045,-1.575836071727972,660.7504387679252,5.849484865366634,0.916004884944391,-10.78113550482572,0.6607504387679252,0.010185716094572582,5.849484865366634,0.916004884944391,-10.78113550482572,12.299935809296285
15.19,-9.946093164844356,-1.5575166249341212,660.5351131484614,5.84906120445265,0.9159385414157385,-10.78113550482572,0.6605351131484614,0.010067304866780872,5.84906120445265,0.9159385414157385,-10.78113550482572,12.299729393710157
15.200000000000001,-9.82911610078248,-1.5391985055486779,660.3196646215457,5.848637194191021,0.9158721431807042,-10.78113550482572,0.6603196646215457,0.009948902218945802,5.848637194191021,0.9158721431807042,-10.78113550482572,12.29952281941632
15.21,-9.712147520321755,-1.520881714659722,660.104095305802,5.848212838506341,0.915805690853864,-10.78113550482572,0.660104095305802,0.00983050815810039,5.848212838506341,0.915805690853864,-10.78113550482572,12.299316088355663
15.22,-9.595187430332654,-1.502566253343141,659.8884072852356,5.847788141258901,0.9157391850397228,-10.78113550482572,0.6598884072852357,0.009712122691198841,5.847788141258901,0.9157391850397228,-10.78113550482572,12.299109202437354
15.23,-9.478235837609077,-1.4842521226628305,659.6726026097584,5.847363106245642,0.9156726263328661,-10.78113550482572,0.6596726026097585,0.00959374582511785,5.847363106245642,0.9156726263328661,-10.78113550482572,12.298902163539303
15.24,-9.36129274886959,-1.4659393236708902,659.4566832957074,5.846937737201103,0.9156060153181066,-10.78113550482572,0.6594566832957074,0.00947537756665786,5.846937737201103,0.9156060153181066,-10.78113550482572,12.298694973508644
15.25,-9.244358170758671,-1.447627857407818,659.2406513263574,5.846512037798359,0.9155393525706328,-10.78113550482572,0.6592406513263573,0.009357017922544326,5.846512037798359,0.9155393525706328,-10.78113550482572,12.298487634162191
15.26,-9.127432109847945,-1.4293177249027023,659.0245086524246,5.8460860116499385,0.9154726386561517,-10.78113550482572,0.6590245086524247,0.009238666899428961,5.8460860116499385,0.9154726386561517,-10.78113550482572,12.298280147286892
15.27,-9.010514572637353,-1.4110089271734079,658.8082571925686,5.845659662308748,0.9154058741310332,-10.78113550482572,0.6588082571925686,0.009120324503890921,5.845659662308748,0.9154058741310332,-10.78113550482572,12.29807251464029
15.280000000000001,-8.893605565556376,-1.3927014652267626,658.5918988338816,5.845232993268957,0.91533905954245,-10.78113550482572,0.6585918988338816,0.009001990742438036,5.845232993268957,0.91533905954245,-10.78113550482572,12.297864737950965
15.290000000000001,-8.776705094965168,-1.374395340058742,658.3754354323765,5.844806007966899,0.9152721954285176,-10.78113550482572,0.6583754354323765,0.008883665621507978,5.844806007966899,0.9152721954285176,-10.78113550482572,12.29765681891897
15.3,-8.659813167155724,-1.3560905526546452,658.1588688134665,5.844378709781947,0.9152052823184313,-10.78113550482572,0.6581588688134665,0.008765349147469417,5.844378709781947,0.9152052823184313,-10.78113550482572,12.29744875921627
15.31,-8.542929788353,-1.3377871039892744,657.9422007724379,5.843951102037375,0.9151383207326023,-10.78113550482572,0.6579422007724379,0.008647041326623172,5.843951102037375,0.9151383207326023,-10.78113550482572,12.297240560487172
15.32,-8.426054964716025,-1.3194849950271081,657.7254330749178,5.843523188001221,0.9150713111827914,-10.78113550482572,0.6577254330749178,0.008528742165203334,5.843523188001221,0.9150713111827914,-10.78113550482572,12.297032224348747
15.33,-8.30918870233901,-1.3011842267224738,657.5085674573355,5.843094970887125,0.9150042541722414,-10.78113550482572,0.6575085674573355,0.008410451669378382,5.843094970887125,0.9150042541722414,-10.78113550482572,12.296823752391242
15.34,-8.192331007252417,-1.282884800019717,657.2916056273771,5.842666453855166,0.9149371501958077,-10.78113550482572,0.6572916056273771,0.008292169845252268,5.842666453855166,0.9149371501958077,-10.78113550482572,12.296615146178507
15.35,-8.075481885424026,-1.264586715853368,657.074549264433,5.8422376400126845,0.9148699997400862,-10.78113550482572,0.657074549264433,0.008173896698865504,5.8422376400126845,0.9148699997400862,-10.78113550482572,12.296406407248385
15.36,-7.958641342759982,-1.2462899751483023,656.8574000200425,5.84180853241509,0.9148028032835417,-10.78113550482572,0.6568574000200426,0.008055632236196212,5.84180853241509,0.9148028032835417,-10.78113550482572,12.296197537113125
15.370000000000001,-7.841809385105821,-1.2279945788199076,656.6401595183295,5.841379134066664,0.9147355612966319,-10.78113550482572,0.6566401595183295,0.007937376463161163,5.841379134066664,0.9147355612966319,-10.78113550482572,12.295988537259776
15.38,-7.724986018247493,-1.2097005277742396,656.4228293564323,5.84094944792135,0.9146682742419323,-10.78113550482572,0.6564228293564324,0.007819129385616824,5.84094944792135,0.9146682742419323,-10.78113550482572,12.29577940915057
15.39,-7.608171247912356,-1.1914078229081781,656.2054111049301,5.840519476883532,0.9146009425742573,-10.78113550482572,0.6562054111049301,0.00770089100936035,5.840519476883532,0.9146009425742573,-10.78113550482572,12.295570154223324
15.4,-7.4913650797701585,-1.1731164651095827,655.9879063082601,5.840089223808805,0.9145335667407806,-10.78113550482572,0.6559879063082601,0.007582661340130585,5.840089223808805,0.9145335667407806,-10.78113550482572,12.295360773891796
15.41,-7.37456751943401,-1.1548264552574428,655.7703164851314,5.8396586915047255,0.9144661471811545,-10.78113550482572,0.6557703164851314,0.007464440383609047,5.8396586915047255,0.9144661471811545,-10.78113550482572,12.295151269546087
15.42,-7.257778572461334,-1.136537794222028,655.5526431289326,5.839227882731573,0.9143986843276268,-10.78113550482572,0.6555526431289326,0.0073462281454208835,5.839227882731573,0.9143986843276268,-10.78113550482572,12.294941642552992
15.43,-7.140998244354808,-1.1182504828650337,655.3348877081322,5.838796800203071,0.9143311786051553,-10.78113550482572,0.6553348877081322,0.007228024631135836,5.838796800203071,0.9143311786051553,-10.78113550482572,12.29473189425637
15.44,-7.024226540563285,-1.0999645220397274,655.1170516666756,5.838365446587128,0.9142636304315236,-10.78113550482572,0.6551170516666756,0.0071098298462691605,5.838365446587128,0.9142636304315236,-10.78113550482572,12.294522025977507
15.450000000000001,-6.907463466482703,-1.0816799125910916,654.8991364243747,5.837933824506546,0.9141960402174514,-10.78113550482572,0.6548991364243747,0.006991643796282553,5.837933824506546,0.9141960402174514,-10.78113550482572,12.294312039015466
15.46,-6.79070902745698,-1.0633966553559606,654.6811433772924,5.837501936539732,0.9141284083667062,-10.78113550482572,0.6546811433772924,0.00687346648658506,5.837501936539732,0.9141284083667062,-10.78113550482572,12.29410193464744
15.47,-6.6739632287788995,-1.0451147511631624,654.4630738981224,5.837069785221389,0.9140607352762121,-10.78113550482572,0.6544630738981224,0.006755297922533965,5.837069785221389,0.9140607352762121,-10.78113550482572,12.293891714129089
15.48,-6.557226075690969,-1.0268342008336515,654.2449293365629,5.836637373043214,0.9139930213361586,-10.78113550482572,0.6542449293365629,0.006637138109435668,5.836637373043214,0.9139930213361586,-10.78113550482572,12.293681378694899
15.49,-6.44049757338628,-1.0085550051806453,654.0267110196849,5.836204702454565,0.9139252669301047,-10.78113550482572,0.6540267110196849,0.006518987052546546,5.836204702454565,0.9139252669301047,-10.78113550482572,12.293470929558495
15.5,-6.323777727009354,-0.9902771650097526,653.8084202522949,5.835771775863135,0.9138574724350851,-10.78113550482572,0.6538084202522949,0.006400844757073815,5.835771775863135,0.9138574724350851,-10.78113550482572,12.293260367912978
15.51,-6.20706654165695,-0.9720006811191065,653.5900583172936,5.835338595635609,0.9137896382217129,-10.78113550482572,0.6535900583172937,0.00628271122817635,5.835338595635609,0.9137896382217129,-10.78113550482572,12.293049694931264
15.52,-6.090364022378898,-0.9537255542994889,653.3716264760269,5.834905164098312,0.9137217646542806,-10.78113550482572,0.6533716264760269,0.006164586470965521,5.834905164098312,0.9137217646542806,-10.78113550482572,12.292838911766388
15.530000000000001,-5.973670174178892,-0.9354517853344565,653.1531259686354,5.834471483537848,0.9136538520908611,-10.78113550482572,0.6531531259686354,0.006046470490506002,5.834471483537848,0.9136538520908611,-10.78113550482572,12.29262801955182
15.540000000000001,-5.856985002015279,-0.9171793750004658,652.934558014395,5.834037556201735,0.9135859008834063,-10.78113550482572,0.6529345580143949,0.005928363291816567,5.834037556201735,0.9135859008834063,-10.78113550482572,12.292417019401798
15.55,-5.740308510801829,-0.8989083240669931,652.715923812055,5.833603384299021,0.9135179113778439,-10.78113550482572,0.6527159238120551,0.005810264879870869,5.833603384299021,0.9135179113778439,-10.78113550482572,12.292205912411607
